1997	126.8	  7.7	  0.0	 40.8	 33.7	196.0	140.6	 63.6	 68.0	  5.6	 85.1	 89.5
1998	 33.7	 17.3	  0.5	 85.4	 31.6	 92.8	 27.1	170.7	 72.0	 67.0	  3.0	 53.3
1999	 87.9	  2.0	 27.6	114.0	144.4	 50.9	 63.2	137.5	100.2	 87.5	246.1	 22.7
2000	 13.4	  0.0	 83.8	134.2	145.9	107.0	 55.7	  6.2	 88.9	 99.2	 36.8	226.7
2001	120.0	 16.9	116.9	 38.2	 92.9	 40.4	 59.4	 28.4	 87.8	 65.6	 64.5	  8.0
2002	 25.4	 41.5	 60.7	243.1	192.4	 95.4	136.7	179.5	111.4	 80.0	 34.1	 69.4
2003	 36.2	187.9	 68.8	 40.1	 60.2	 54.7	 71.1	148.1	 86.6	279.8	 68.3	139.2
2004	 10.0	123.4	 95.4	130.4	 86.5	 90.1	 52.7	 88.5	 54.4	 70.5	 13.3	104.0
2005	  3.0	 77.5	 67.3	 57.5	 75.7	 54.0	 35.0	 89.0	 84.1	176.3	 98.5	  3.3
2006	245.8	 22.1	 80.4	 39.5	 27.2	 12.3	 87.7	 62.6	110.0	 28.2	  0.1	 24.5
2007	  7.8	 47.3	 33.3	191.9	 87.8	 55.9	 10.3	150.7	  3.1	 76.5	  3.2	 32.0
2008	 25.3	 30.2	 75.8	 66.8	164.7	156.5	 83.7	 69.6	 78.2	 41.5	 67.0	216.0
2009	 76.6	 44.7	 45.7	135.1	 42.8	139.5	 64.5	 64.5	 61.7	 57.0	 37.2	 12.0
2010	 16.7	 72.1	 62.2	 45.5	153.6	 97.4	 33.1	102.3	 84.7	222.7	 23.1	 25.1
2011	 45.4	  9.0	287.9	 64.8	 77.3	122.6	 96.9	 59.2	 99.4	 75.1	198.0	  1.6
2012	  0.3	  0.0	 85.7	 41.0	 48.7	 50.4	 12.2	 65.7	 85.1	134.0	 38.4	  0.1
2013	  8.4	 30.3	253.9	141.6	108.8	 60.0	 96.4	101.9	 52.7	 33.4	172.8	 10.6
2014	 26.4	 55.2	 49.4	102.5	 71.2	158.4	 92.6	161.1	143.4	 32.6	240.7	 20.1
